case_id,storm_id,name,basin,episode_index,episode_start,episode_end,closest_approach_time,reference_time,reference_event,latitude,longitude,nearest_coast_latitude,nearest_coast_longitude,minimum_coast_distance_km,lifetime_vmax_kt,coastal_episode_vmax_kt,closest_approach_vmax_kt,reference_vmax_kt,crossing_vmax_kt,landfall_vmax_kt,coastline_crossing,crossing_count,landfall_crossing,landfall_count,coastline_exit,exit_count,tangent_crossing_count,r34_contact,r50_contact,r64_contact,r34_contact_hours,coastal_contact_span_hours,tier,primary_sample,selection_method,center_surface_at_closest_approach,center_surface_at_reference,nature_at_closest_approach,usa_status_at_closest_approach,nature_at_reference,usa_status_at_reference,track_types,provisional_track,r34_coverage_fraction,usa_wind_coverage_fraction,qc_status
2024253N11148-CE01,2024253N11148,BEBINCA,WP,1,2024-09-13 18:00:00+00:00,2024-09-14 20:34:17.142857+00:00,2024-09-14 11:30:00+00:00,2024-09-14 11:30:00+00:00,coastal_approach,28.05012727686916,129.28352551180123,28.062888999999995,129.282528,1.4176546921584134,80.0,77.57142857142857,59.66666666666666,59.66666666666666,,,False,0,False,0,False,0,1,True,True,False,23.57142857138889,26.57142857138889,B,True,wind_radius,sea,sea,TS,TS,TS,TS,main,False,0.85,1.0,passed
2024253N11148-CE02,2024253N11148,BEBINCA,WP,2,2024-09-15 13:42:51.428571+00:00,2024-09-15 23:37:30+00:00,2024-09-15 21:00:00+00:00,2024-09-15 21:04:45.484473+00:00,landfall,30.70533537825088,122.48153371690486,30.70533537825088,122.48153371690486,0.0,80.0,78.85714285714286,70.0,70.0,70.0,70.0,True,2,True,2,True,1,0,True,True,True,9.910714285833333,9.910714285833334,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2024267N14261-CE01,2024267N14261,JOHN,EP,1,2024-09-23 22:12:00+00:00,2024-09-24 02:40:00+00:00,2024-09-24 02:40:00+00:00,2024-09-24 02:44:36.876334+00:00,landfall,16.54018644054579,-98.8742740854337,16.54018644054579,-98.8742740854337,0.0,105.0,105.0,104.44444444444444,104.44444444444444,104.44444444444444,104.44444444444444,True,1,True,1,False,0,0,True,True,True,4.466666666666667,4.466666666666667,A,True,landfall_crossing+wind_radius,sea,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024268N17278-CE01,2024268N17278,HELENE,NA,1,2024-09-25 02:30:00+00:00,2024-09-27 03:05:00+00:00,2024-09-27 03:05:00+00:00,2024-09-27 03:03:30.868737+00:00,landfall,29.93514496257836,-83.7,29.93514496257836,-83.7,0.0,120.0,120.0,120.0,120.0,120.0,120.0,True,1,True,1,False,0,0,True,True,True,47.17023809541667,48.583333333333336,A,True,landfall_crossing+wind_radius,land,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024267N14261-CE02,2024267N14261,JOHN,EP,2,2024-09-26 21:00:00+00:00,2024-09-27 16:00:00+00:00,2024-09-27 16:00:00+00:00,2024-09-27 15:45:59.376086+00:00,landfall,18.17665408305069,-103.07663915139818,18.17665408305069,-103.07663915139818,0.0,105.0,65.0,50.0,50.0,50.0,50.0,True,1,True,1,False,0,0,True,True,False,18.75,19.0,B,True,landfall_crossing+wind_radius,land,coastline,TS,TS,TS,TS,main,False,1.0,1.0,passed
2024270N24128-CE01,2024270N24128,KRATHON,WP,1,2024-09-29 07:00:00+00:00,2024-10-03 05:00:00+00:00,2024-10-03 05:00:00+00:00,2024-10-03 04:49:10.287963+00:00,landfall,22.560680643787684,120.32126722992696,22.560680643787684,120.32126722992696,0.0,135.0,135.0,71.0,71.0,71.0,71.0,True,1,True,1,False,0,1,True,True,True,93.5,94.0,A,True,landfall_crossing+wind_radius,land,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2024279N21265-CE01,2024279N21265,MILTON,NA,1,2024-10-07 18:00:00+00:00,2024-10-08 23:02:30+00:00,2024-10-08 07:00:00+00:00,2024-10-08 07:00:00+00:00,coastal_approach,22.0001096942246,-89.36685393113919,22.369917,-89.661833,51.01261962323971,155.0,155.0,125.0,125.0,,,False,0,False,0,False,0,0,True,True,False,29.041666666666668,29.041666666666668,B,True,wind_radius,sea,sea,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024279N21265-CE02,2024279N21265,MILTON,NA,2,2024-10-09 10:40:00+00:00,2024-10-10 00:30:00+00:00,2024-10-10 00:30:00+00:00,2024-10-10 00:21:19.171309+00:00,landfall,27.371072584593083,-82.62895339916413,27.371072584593083,-82.62895339916413,0.0,155.0,140.0,100.0,102.5,102.5,102.5,True,2,True,2,True,1,0,True,True,True,13.833333333333332,13.833333333333334,A,True,landfall_crossing+wind_radius,sea,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024279N21265-CE03,2024279N21265,MILTON,NA,3,2024-10-10 07:54:32.727272+00:00,2024-10-10 21:27:41.538461+00:00,2024-10-10 07:54:32.727272+00:00,2024-10-10 07:55:55.158869+00:00,landfall,28.422684073781724,-80.72137083363089,28.422684073781724,-80.72137083363089,0.0,155.0,92.0,68.72727272727273,68.72727272727273,68.72727272727273,68.72727272727273,True,2,True,2,True,3,0,True,True,True,13.006993006944445,13.5524475525,A,True,landfall_crossing+wind_radius,sea,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024293N21294-CE01,2024293N21294,OSCAR,NA,1,2024-10-19 18:00:00+00:00,2024-10-20 22:00:00+00:00,2024-10-19 23:00:00+00:00,2024-10-19 20:28:56.064764+00:00,landfall,21.50000639838602,-71.13096536108239,21.50000639838602,-71.13096536108239,0.0,75.0,75.0,75.0,75.0,75.0,75.0,True,3,True,3,True,2,0,True,True,True,27.25,28.0,A,True,landfall_crossing+wind_radius,land,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024295N15092-CE01,2024295N15092,DANA,NI,1,2024-10-24 04:30:00+00:00,2024-10-24 22:00:00+00:00,2024-10-24 21:00:00+00:00,2024-10-24 20:45:00.360687+00:00,landfall,20.68334240103659,87.00833997167798,20.68334240103659,87.00833997167798,0.0,65.0,65.0,58.0,58.0,58.0,58.0,True,3,True,3,True,2,0,True,True,False,17.0,17.5,B,True,landfall_crossing+wind_radius,sea,coastline,TS,TS,TS,TS,main,False,1.0,1.0,passed
2024293N13141-CE01,2024293N13141,TRAMI,WP,1,2024-10-25 12:00:00+00:00,2024-10-27 03:25:42.857142+00:00,2024-10-27 03:25:42.857142+00:00,2024-10-27 03:12:42.235807+00:00,landfall,16.271794196806177,108.07171628546972,16.271794196806177,108.07171628546972,0.0,65.0,65.0,49.285714285714285,50.0,50.0,50.0,True,2,True,2,True,1,0,True,True,False,37.89285714263889,39.428571428333335,B,True,landfall_crossing+wind_radius,land,coastline,TS,TS,TS,TS,main,False,1.0,1.0,passed
2024298N13150-CE01,2024298N13150,KONG-REY,WP,1,2024-10-29 18:45:00+00:00,2024-11-02 12:00:00+00:00,2024-11-01 23:16:48+00:00,2024-10-31 05:44:07.442363+00:00,landfall,23.038303145799837,121.33544474819568,23.038303145799837,121.33544474819568,0.0,140.0,140.0,,100.55555555555556,100.55555555555556,100.55555555555556,True,13,True,13,True,13,8,True,True,True,62.810749299583335,89.25,A,True,landfall_crossing+wind_radius+distance_proxy,land,coastline,ET,,TS,TY,main,False,0.6045197740112994,0.6045197740112994,passed
2024309N13283-CE01,2024309N13283,RAFAEL,NA,1,2024-11-05 03:00:00+00:00,2024-11-07 09:00:00+00:00,2024-11-06 15:51:25.714285+00:00,2024-11-06 15:39:35.337166+00:00,landfall,21.610054577846817,-81.98773857319784,21.610054577846817,-81.98773857319784,0.0,105.0,100.0,96.42857142857144,96.42857142857144,100.0,100.0,True,2,True,2,True,2,2,True,True,True,44.13690476208332,54.0,A,True,landfall_crossing+wind_radius,sea,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024307N06143-CE01,2024307N06143,YINXING,WP,1,2024-11-06 04:00:00+00:00,2024-11-08 00:25:42.857142+00:00,2024-11-07 16:42:51.428571+00:00,2024-11-07 07:51:13.944792+00:00,landfall,18.561895960065137,122.15287183113796,18.561895960065137,122.15287183113796,0.0,130.0,130.0,92.71428571428572,127.0,127.0,127.0,True,4,True,4,True,4,0,True,True,True,42.53571428555556,44.428571428333335,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,ST,main,False,1.0,1.0,passed
2024312N14145-CE01,2024312N14145,TORAJI,WP,1,2024-11-10 21:30:00+00:00,2024-11-11 00:22:30+00:00,2024-11-11 00:22:30+00:00,2024-11-11 00:28:17.763435+00:00,landfall,16.347274116221865,122.20580171746576,16.347274116221865,122.20580171746576,0.0,80.0,77.14285714285714,74.375,74.375,74.375,74.375,True,1,True,1,False,0,0,True,True,True,2.875,2.875,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,0.9705882352941176,1.0,passed
2024314N07151-CE01,2024314N07151,USAGI,WP,1,2024-11-13 19:17:08.571428+00:00,2024-11-14 18:30:00+00:00,2024-11-14 12:51:25.714285+00:00,2024-11-14 05:36:17.191476+00:00,landfall,17.847377296224334,122.16599781268452,17.847377296224334,122.16599781268452,0.0,130.0,130.0,74.42857142857143,101.85714285714286,101.85714285714286,101.85714285714286,True,2,True,2,True,2,0,True,True,True,19.78571428597222,23.214285714444447,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2024313N10169-CE01,2024313N10169,MAN-YI,WP,1,2024-11-15 22:42:51.428571+00:00,2024-11-17 07:30:00+00:00,2024-11-16 15:00:00+00:00,2024-11-16 14:54:15.251420+00:00,landfall,14.0936260369416,124.2127791782027,14.0936260369416,124.2127791782027,0.0,140.0,140.0,125.0,125.0,125.0,125.0,True,2,True,2,True,1,0,True,True,True,32.59821428583333,32.785714285833336,A,True,landfall_crossing+wind_radius,sea,coastline,TS,ST,TS,ST,main,False,1.0,1.0,passed
2024313N10169-CE02,2024313N10169,MAN-YI,WP,2,2024-11-17 13:48:00+00:00,2024-11-18 21:51:25.714285+00:00,2024-11-17 13:48:00+00:00,2024-11-17 13:48:00+00:00,coastal_approach,16.860290332425862,120.28052861904608,16.836667,120.332056,6.081893061603481,140.0,117.5,85.8,85.8,,,False,0,False,0,True,1,0,True,True,True,27.23571428569445,32.057142856944445,A,True,wind_radius,sea,sea,TS,TY,TS,TY,main,False,0.9215686274509804,1.0,passed
